date,content
2024-08-31,"■ 주요 뉴스: 미국 7월 근원PCE 물가 예상치 소폭 하회, 9월 25bp 금리인하에 무게 ○ 유로존 8월 CPI 예비치, 2.2% 상승하며 전월대비 둔화 ○ 미국, 캐나다의 디지털세 부과 조치에 무역분쟁 협의 요청 ○ OPEC+, 10월부터 원유 생산량 확대할 방침 ■ 국제금융시장: 미국의 인플레이션 완화와 개인소비 확대 등이 영향 주가 상승[+1.0%], 달러화 강세[+0.4%], 금리 상승[+4bp] ○ 주가: 미국 SP500지수는 인공지능 관련 기업들의 실적 호조에 강세 유로 Stoxx600지수는 ECB의 추가 금리인하 전망 등으로 강보합 ○ 환율: 달러화지수는 연착륙 기대감 등으로 상승세 지속 유로화와 엔화 가치는 각각 0.3%, 0.8% 하락 ○ 금리: 미국 10년물 국채 금리는 9월 빅컷(50bp 인하) 기대감 약화를 반영 독일은 미국 국채시장의 영향 등으로 3bp 상승 ※ 뉴욕 1M NDF 종가 1334.8원(스왑포인트 감안 시 1387.4원, 0.01% 하락). 한국 CDS 상승"
2024-08-30,"■ 주요 뉴스: 미국 2/4분기 GDP(수정치), 속보치 상회. 양호한 소비 등으로 연착륙 기대 증가 ○ 미국 애틀랜타 연은 총재, 금리인하 필요한 시기. 추가적인 경제지표 확인도 필요 ○ 독일 8월 소비자물가 상승률, 3년 만에 최저. 9월 금리인하 전망 강화 ○ 중국 인민은행, 경기부양 지원 강화할 방침. 특별채 매입은 시장 개입 가능성으로 해석 ■ 국제금융시장: 미국은 양호한 2/4분기 GDP, 연착륙 기대 등이 영향 주가 보합[-0.0%], 달러화 강세[+0.3%], 금리 상승[+3bp] ○ 주가: 미국 SP500지수는 Nvidia 실적 전망 우려와 연착륙 기대 맞물리며 약보합 유로 Stoxx600지수는 ECB의 9월 금리인하 가능성 등으로 0.8% 상승 ○ 환율: 달러화지수는 양호한 2/4분기 GDP 결과 등으로 상승세 지속 유로화와 엔화 가치는 각각 0.4%, 0.3% 하락 ○ 금리: 미국 10년물 국채금리는 9월 큰 폭 금리인하 전망 약화 등이 원인 독일은 미국 국채시장의 영향 등으로 1bp 상승 ※ 뉴욕 1M NDF 종가 1331.6원(스왑포인트 감안 시 1334.3원, 0.14% 상승). 한국 CDS 하락"
2024-08-29,"■ 주요 뉴스: 미국 Nvidia, 2/4분기 매출과 이익은 예상치 상회. 향후 전망은 다소 미흡 ○ 유로존 7월 은행대출 증가율, 가계부문은 9개월래 최고치. 기업부문은 둔화 ○ 일본은행 부총재, 향후 인플레이션이 예상에 부합한다면 금리를 인상할 방침 ○ 리비아, 원유생산 중단이 점차 확산. 유가에 미치는 영향은 아직 제한적 ■ 국제금융시장: 미국은 Nvidia 실적 관련 불안, 7월 PCE 물가 경계감 등이 영향 주가 하락[-0.6%], 달러화 강세[+0.5%], 금리 상승[+1bp] ○ 주가: 미국 SP500지수는 기술주 중심의 매도 증가 이어지며 하락 마감 유로 Stoxx600지수는 화학보험주가 강세를 나타내며 0.3% 상승 ○ 환율: 달러화지수는 그 동안의 하락에 따른 저가 매수 유입 등이 반영 유로화와 엔화 가치는 각각 0.6%, 0.4% 하락 ○ 금리: 미국 10년물 국채금리는 5년물 입찰의 낙찰 수익률이 낮다는 평가 등이 원인 독일은 포트폴리오 조정을 위한 매수 유입 등으로 3bp 하락 ※ 뉴욕 1M NDF 종가 1334.6원(스왑포인트 감안 시 1337.4원, 0.03% 상승). 한국 CDS 강보합"
2024-08-28,"■ 주요 뉴스: 미국 8월 컨퍼런스보드 소비자신뢰, 6개월래 최고치. 경기침체 우려 완화 시사 ○ ECB 주요 인사, 금리인하 경로는 상대적으로 명확. 통화정책은 경제지표 반영 ○ 영국 스타머 총리, 내년 증세 필요. 취약한 재정 여건 등이 배경 ○ 중국 7월 공업부문 기업이익, 전월비 증가세 강화. 내수 부진으로 지속 여부 불투명 ■ 국제금융시장: 미국은 금리인하 전망, Nvidia 실적 발표 대기, 경제 지표 결과 등이 영향 주가 상승[+0.2%], 달러화 약세[-0.3%], 금리 상승[+1bp] ○ 주가: 미국 SP500지수는 Nvidia 실적 발표 대기 분위기 가운데 저가 매수 등으로 상승 유로 Stoxx600지수는 여행주 강세 등으로 0.2% 상승 ○ 환율: 달러화지수는 금리인하 기대 등이 반영되며 하락 마감 유로화와 엔화 가치는 각각 0.2%, 0.4% 상승 ○ 금리: 미국 10년물 국채금리는 양호한 8월 컨퍼런스보드 소비자신뢰 등이 반영 독일은 지정학적 위험, 미국 국채시장의 영향 등으로 4bp 상승 ※ 뉴욕 1M NDF 종가 1324.8원(스왑포인트 감안 시 1327.6원, 0.26% 하락). 한국 CDS 강보합"
2024-08-27,"■ 주요 뉴스: 연준 주요 인사, 9월 0.25%p 금리인하 예상. 필요 시 적극적인 정책 대응이 요구 ○ 이스라엘과 하마스, 가자지구 협상 결렬. 미국은 양측 간 합의 타결 위해 노력 ○ 중국 인민은행, 중기유동성지원창구(MLF) 금리 동결. 유동성 추가 공급은 지속 ○ 리비아 동부 정부, 원유 생산 및 수출 중단 명령. 서부 정부는 해당 사안에 미언급 ■ 국제금융시장: 미국은 금리인하 기대, 지정학적 갈등 등이 영향 주가 하락[-0.3%], 달러화 강세[+0.2%], 금리 상승[+2bp] ○ 주가: 미국 SP500지수는 Nvidia 실적 불안에 기술주 약세, 다우지수는 사상 최고치 유로 Stoxx600지수는 미국 금리인하 전망과 중동 위기 우려 교차하며 약보합 마감 ○ 환율: 달러화지수는 양호한 7월 내구재수주 등이 반영 유로화와 엔화 가치는 각각 0.3%, 0.1% 하락 ○ 금리: 미국 10년물 국채금리는 최근 가격 상승에 따른 차익매물 출회 등이 원인 독일은 미국 국채시장 영향 등으로 2bp 상승 ※ 뉴욕 1M NDF 종가 1325.6원(스왑포인트 감안 시 1328.3원, 0.12% 하락). 한국 CDS 하락"
2024-08-26,"■ 주요 뉴스: 미국 7월 근원 PCE 물가 발표, 금리인하 기대 지속 여부 등에 관심 ○ 이스라엘, 공격 조짐 이유로 헤즈볼라 선제 타격. 헤즈볼라도 대대적으로 보복 공격 ○ ECB 주요 인사, 인플레이션 완화 및 그에 따른 9월 금리인하 예상 ○ IMF 수석 이코노미스트, 일본은행은 점진적으로 추가 금리인상에 나설 전망 ■ 국제금융시장(주간): 미국은 9월 금리인하 확실시된다는 평가 등으로 위험자산 선호 강화 주가 상승[+1.5%], 달러화 약세[-1.7%], 금리 하락[-8bp] ○ 주가: 미국 SP500지수는 9월 금리인하 기대 고조 등으로 기술주가 상승 주도 유로 Stoxx600지수는 미국 증시 영향 등으로 1.3% 상승 ○ 환율: 달러화지수는 연준의 지속적인 금리인하 기대 등으로 큰 폭 하락 유로화와 엔화 가치는 각각 1.5%, 2.3% 상승 ○ 금리: 미국 10년물 국채금리는 파월 의장의 통화정책 기조 전환 의지 피력 등이 반영 독일은 미국 국채시장 영향 등으로 2bp 하락 ※ 원/달러 환율(주간) 1.8% 하락, 한국 CDS 하락"
2024-08-24,"■ 주요 뉴스: 연준 파월 의장, 인플레이션 상당히 둔화되어 통화정책 조정 시기 도래 강조 ㅇ ECB 정책위원, 9월 추가 금리인하 가능성 시사. BOE는 조심스런 낙관론 ㅇ BOJ 우에다 총재, 경제 데이터에 따라 추가 금리인상 가능 ㅇ 연준 9월 금리인하 기대로 글로벌 주식펀드에 대규모 자금 유입 ■ 국제금융시장: 연준 파월 의장의 정책조정 시기 도래 언급으로 위험자산 선호 강화 주가 상승[+1.2%], 달러화 약세[-0.8%], 금리 하락[-5bp] ㅇ 주가: 미국 SP500지수는 9월 연준의 금리인하 기대로 상승, 기술주 강세 유로 Stoxx600지수도 동반 상승 ㅇ 환율: 달러화지수는 9월 연준 금리인하 기대로 작년 7월 이후 최저로 하락 유로화와 엔화 가치는 각각 0.7%, 1.3% 상승 ㅇ 금리: 미국 10년물 국채금리는 파월 의장의 정책기조 전환 공식화로 하락 독일은 미국 국채시장의 영향 등으로 2bp 하락 ※ 뉴욕 1M NDF 종가 1322.5원(스왑포인트 감안 시 1325.1원, 0.2% 하락). 한국 CDS 하락"
2024-08-23,"■ 주요 뉴스: 연준 주요 인사, 9월 금리인하 적절. 금리인하 사이클은 점진적체계적 방식 선호 ○ 미국 8월 SP 글로벌 종합 PMI, 전월비 하락. 주간 신규실업급여 청구건수는 증가 ○ ECB 7월 통화정책회의 의사록, 위원들은 9월 금리인하 논의 가능성 시사 ○ 유로존 8월 HCOB 종합 PMI, 전월비 상승. ECB의 금리인하 기대 약화될 소지 ■ 국제금융시장: 미국은 연준 파월 의장의 발언 앞두고 경계감 등으로 위험자산 선호 약화 주가 하락[-0.9%], 달러화 강세[+0.5%], 금리 상승[+5bp] ○ 주가: 미국 SP500지수는 국채금리 상승, 기술주 약세 등으로 하락 유로 Stoxx600지수는 미국의 9월 금리인하 전망 등으로 0.4% 상승 ○ 환율: 달러화지수는 안전자산 선호 강화 등으로 상승 유로화와 엔화 가치는 각각 0.3%, 0.7% 하락 ○ 금리: 미국 10년물 국채금리는 잭슨홀 심포지엄 불확실성, 차익실현 등이 반영 독일은 미국 국채시장의 영향 등으로 5bp 상승 ※ 뉴욕 1M NDF 종가 1340.2원(스왑포인트 감안 시 1342.8원, 0.06% 하락). 한국 CDS 약보합"
2024-08-22,"■ 주요 뉴스: 7월 FOMC 의사록, 다수의 위원들은 9월 금리인하가 적절하다고 판단 ○ 미국의 지난 1년 일자리 증가, 82만건 하향 조정. 연준의 금리인하 기대를 강화 ○ ECB 파네타 위원, 향후 금리하락 예상이 합리적. 인플레이션도 완화될 것으로 전망 ○ 로이터 설문조사, 일본은행은 연말에 추가 금리인상 시행할 가능성 ■ 국제금융시장: 미국은 9월 금리인하 기대 고조 등으로 위험자산 선호 강화 주가 상승[+0.4%], 달러화 약세[-0.3%], 금리 하락[-1bp] ○ 주가: 미국 SP500지수는 7월 FOMC 의사록이 비둘기파적이라는 평가 등으로 상승 유로 Stoxx600지수는 자동차 관련주 강세 등으로 0.3% 상승 ○ 환율: 달러화지수는 노동시장이 기존 인식보다 취약할 수 있다는 의견 등으로 하락 유로화 가치는 0.2% 상승, 엔화 가치는 강보합 ○ 금리: 미국 10년물 국채금리는 통화정책 완화 기대, 고용 둔화 가능성 등이 반영 독일은 미국 국채시장의 영향 등으로 2bp 하락 ※ 뉴욕 1M NDF 종가 1334.4원(스왑포인트 감안 시 1337.0원, 0.16% 상승). 한국 CDS 강보합"
2024-08-21,"■ 주요 뉴스: 연준 보우먼 이사, 통화정책 전환에 신중할 필요. 인플레이션 상방 압력 여전 ○ ECB 렌 위원, 유로존 성장 전망 둔화 위험은 9월 금리인하 가능성을 높이는 요인 ○ 이란, 이스라엘에 대한 보복은 상당한 시간이 요구 ○ 중국 인민은행, 대출우대금리(LPR) 동결. 향후 정책은 연준의 영향을 받을 가능성 ■ 국제금융시장: 미국은 금주 예정된 잭슨홀 심포지엄 관련 전망 등이 영향 주가 하락[-0.2%], 달러화 약세[-0.5%], 금리 하락[-6bp] ○ 주가: 미국 SP500지수는 최근 반등에 따른 차익 실현 매물 출회 등으로 하락 마감 유로 Stoxx600지수는 은행 관련주 약세 등으로 0.5% 하락 ○ 환율: 달러화지수는 연준 의장 발언 앞두고 경계감 등으로 하락 유로화와 엔화 가치는 각각 0.4%, 0.9% 상승 ○ 금리: 미국 10년물 국채금리는 연준의 금리인하 전망 지속 등으로 하락 독일은 미국 국채시장의 영향 등으로 3bp 하락 ※ 뉴욕 1M NDF 종가 1326.0원(스왑포인트 감안 시 1328.7원, 0.29% 하락). 한국 CDS 약보합"
2024-08-20,"■ 주요 뉴스: 미국 증시, 8월 초 주가 급락에서 빠르게 회복. 연착륙 및 금리인하 기대 반영 ○ 미국 미니애폴리스 연은 총재, 9월 금리인하 논의가 적절. 큰 폭 금리인하는 불필요 ○ 미국 국무장관, 이스라엘이 휴전 중재안 지지. 하마스에게도 수용 요청 ○ 아시아 통화가치, 7개월래 최고치. 미국 경제의 골디락스 전망 등에 기인 ■ 국제금융시장: 미국은 잭슨홀 심포지엄에서의 긍정적 결과 기대 등으로 위험자산 선호 강화 주가 상승[+1.0%], 달러화 약세[-0.6%], 금리 하락[-1bp] ○ 주가: 미국 SP500지수는 Nvidia 등 빅테크 강세 이어지며 8거래일 연속 상승 유로 Stoxx600지수는 광업 및 소매 관련주 매수 증가 등으로 0.6% 상승 ○ 환율: 달러화지수는 파월 의장의 금리인하 관련 언급 기대 등이 영향 유로화와 엔화 가치는 각각 0.5%, 0.7% 상승 ○ 금리: 미국 10년물 국채금리는 9월 금리인하 가능성 고조 등으로 하락세 지속 독일은 미국 국채시장 영향 등으로 약보합 마감 ※ 뉴욕 1M NDF 종가 1329.5원(스왑포인트 감안 시 1332.2원, 0.19% 하락). 한국 CDS 강보합"
2024-08-19,"■ 주요 뉴스: 미국 잭슨홀 심포지엄 개최, 연준 파월 의장의 통화정책 관련 연설에 주목 ○ 미국 대선 지지율, 해리스 부통령이 트럼프 전 대통령보다 우위 ○ 가자지구 휴전 협상, 미국은 휴전 협상 타결을 기대. 하마스의 회의적 태도는 여전 ○ 호주 중앙은행 총재, 금리인하 고려는 시기상조. 높은 수준의 물가상승 압력 반영 ■ 국제금융시장(주간): 미국은 급격한 경기둔화 우려 완화 등으로 위험자산 선호 강화 주가 상승[+3.9%], 달러화 약세[-0.7%], 금리 하락[-6bp] ○ 주가: 미국 SP500지수는 양호한 물가 및 소비지표, 연착륙 기대 등으로 큰 폭 상승 유로 Stoxx600지수는 미국 증시 영향, 기술주 강세 등으로 2.5% 상승 ○ 환율: 달러화지수는 9월 FOMC에서의 금리인하 전망 등이 반영 유로화 가치는 1.0% 상승, 엔화 가치는 0.7% 하락 ○ 금리: 미국 10년물 국채금리는 금리인하 기대와 지정학적 리스크 확대 등이 원인 독일은 미국의 연착륙 기대 확산 등으로 2bp 상승 ※ 원/달러 환율(주간) 1.0% 하락, 한국 CDS 하락"
2024-08-17,"■ 주요 뉴스: 미국 경제지표, 연착륙 시나리오에 부합하는 방향으로 전개 ○ 연준 주요 인사(시카고 연은), 제약적 통화정책 장기화에 대한 경계감 표명 ○ 유로존 경제활동 둔화 징후가 심화되면서 시장의 금리인하 요구 증가 ○ 영국 소매판매(7월 +0.5%), 하반기 경제활동 개선 가능성 시사 ■ 국제금융시장: 미국 경착륙 우려 완화 및 금리인하 기대에 의한 투자심리 회복 국면 주가 상승[+0.2%], 달러화 약세[-0.5%], 금리 하락[-3bp] ○ 주가: 미국 SP500지수는 미국 경기침체 우려 완화에 의한 상승세를 지속 유로 Stoxx600지수는 영국 소매판매 개선 등에 힘입어 소폭 상승 ○ 환율: 달러화지수는 일부 경제지표 부진이 금리인하 기대를 자극하면서 약세 유로화와 엔화 가치는 각각 0.5%, 1.1% 상승 ○ 금리: 미국 10년물은 미국 경제의 연착륙 내러티브를 반영하면서 하락 독일은 경제지표 부재 속 전일의 급등(+8bp) 폭을 일부 반납(-1bp) ※ 뉴욕 1M NDF 종가 1347.9원(스왑포인트 감안 시 1350.4원, 0.1% 하락). 한국 CDS 보합"
2024-08-16,"■ 주요 뉴스: 미국 7월 소매판매, 예상치 상회하며 연착륙 기대 증가. 주간 고용지표도 양호 ○ 연준 주요 인사, 9월 금리인하 가능. 과도한 통화정책 완화 지연을 경계 ○ 중국 7월 산업생산, 전월비 둔화 지속. 7월 신규주택 가격도 하락세 심화 ○ 일본 2/4분기 GDP, 전기비 증가 전환. 일본은행의 추가 금리인상 전망을 뒤받침 ■ 국제금융시장: 미국은 경기침체 우려 감소 등으로 위험자산 선호 강화 주가 상승[+1.6%], 달러화 강세[+0.5%], 금리 상승[+8bp] ○ 주가: 미국 SP500지수는 양호한 7월 소매판매 및 주간 고용지표 등으로 상승 유로 Stoxx600지수는 기술주와 은행주 중심 매수 증가 등으로 1.2% 상승 ○ 환율: 달러화지수는 미국 경기가 당초 예상보다 나쁘지 않다는 평가 등이 반영 유로화와 엔화 가치는 각각 0.4%, 1.3% 하락 ○ 금리: 미국 10년물 국채 금리는 9월 큰 폭의 금리인하 전망 약화 등으로 상승 독일은 미국 국채시장의 영향 등으로 8bp 상승 ※ 뉴욕 1M NDF 종가 1362.4원(스왑포인트 감안 시 1364.9원, 0.51% 상승). 한국 CDS 하락"
2024-08-15,"■ 주요 뉴스: 미국 7월 소비자물가상승률 둔화(2.9%)로 다음달 연준 금리인하 여력 확대 ○ 중동 지역, 가자지구 휴전 협상을 앞두고 긴장 지속 ○ 기시다 후미오 일본 총리, 9월 자민당 총재 선거 불출마 의사 표시 ○ 영국 7월 소비자물가, 전년동월비 2.2%로 예상치 하회 ■ 국제금융시장: 미국의 양호한 경제지표 및 9월 금리인하 기대 확대가 영향 주가 상승[+0.38%], 달러화 상승[+0.04%], 금리 보합[-] ○ 주가: 미국 SP500지수는 주요 업종이 대부분 강세를 보이며 5거래일 연속 상승 유로 Stoxx600지수는 연준 금리인하 기대가 확대되며 2주 만에 최고치로 마감 ○ 환율: 달러화지수는 유로화 대비 약세 불구, 엔저 영향으로 소폭 상승 유로화는 0.17% 상승, 엔화는 0.33% 하락 ○ 금리: 미국 10년물 국채금리는 연준 금리인하 기대가 지속되며 보합 독일 및 영국 10년물 국채금리는 각각 1bp, 6bp 하락 ※ 뉴욕 1M NDF 종가 1355.9원(스왑포인트 감안 시 1358.5원, 0.04% 상승), 한국 CDS 하락"
2024-08-14,"■ 주요 뉴스: 미국 7월 생산자물가, 예상치 하회. 인플레이션 완화 및 금리인하 기대 증가 ○ 미국 애틀랜타 연은 총재, 금리인하를 위해서는 이를 뒷받침할 추가 지표 필요 ○ 중국 7월 위안화 신규 대출, ｀05년 이후 처음으로 전월비 감소. 취약한 내수 반영 ○ 국제에너지기구(IEA), OPEC+의 감산 기조 중단 시 4/4분기부터 원유 공급과잉 예상 ■ 국제금융시장: 미국은 9월 금리인하 기대 고조 등으로 위험자산 선호 강화 주가 상승[+1.7%], 달러화 약세[-0.5%], 금리 하락[-6bp] ○ 주가: 미국 SP500지수는 빅테크 중심으로 매수 증가하며 큰 폭 상승 유로 Stoxx600지수는 헬스케어 관련주 강세, 양호한 영국 실업률 등으로 0.5% 상승 ○ 환율: 달러화지수는 9월 금리인상 전망 강화 등으로 하락 유로화 가치와 엔화 가치는 각각 0.6%, 0.3% 상승 ○ 금리: 미국 10년물 국채금리는 인플레이션 압력 완화가 지속된다는 평가 등으로 하락 독일은 미국 국채시장 영향 등으로 4bp 하락 ※ 뉴욕 1M NDF 종가 1360.1원(스왑포인트 감안 시 1362.9원, 0.27% 하락). 한국 CDS 약보합"
2024-08-13,"■ 주요 뉴스: 미국 뉴욕 연은, 3년 기대 인플레이션은 11년래 최저. 가계 소비 여력도 약화 ○ 미국 백악관, 이란은 조만간 이스라엘 공격에 나설 가능성. 전략 잠수함 중동에 배치 ○ 중국 일부 대형은행, 국채 매매를 축소. 당국의 국채시장 과열 방지 의도를 수용 ○ 일본은행 전 정책위원, 금융시장 불안 등으로 연내 추가 금리인상은 어려울 전망 ■ 국제금융시장: 미국은 주요 물가지표 발표 앞두고 관망 분위기, 중동 긴장 고조 등이 영향 주가 강보합[+0.0%], 달러화 약보합[-0.0%], 금리 하락[-4bp] ○ 주가: 미국 SP500지수는 Nvidia 등 반도체주 중심으로 매수 유입되며 강보합 유로 Stoxx600지수는 여행 및 레져 관련주 매도 증가하며 하락 ○ 환율: 달러화지수는 주요 경제지표 발표 앞두고 관망세 이어지며 약보합 마감 유로화 가치는 0.1% 상승, 엔화 가치는 0.4% 하락 ○ 금리: 미국 10년물 국채금리는 금리인하 기대와 지정학적 리스크 확대 등이 원인 독일은 휴가 시즌에 따른 거래 감소 등으로 명확한 방향성이 부재 ※ 뉴욕 1M NDF 종가 1367.4원(스왑포인트 감안 시 1370.4원, 0.05% 상승). 한국 CDS 하락"
2024-08-12,"■ 주요 뉴스: 미국 7월 소비자물가 및 소매판매 발표, 금리전망과 연착륙 기대 영향 등에 관심 ○ 연준 보우먼 이사, 인플레이션 완화 지속되면 금리인하 필요 ○ 중국 인민은행, 공개시장운영에서 국채 매매 늘릴 방침. 유동성 공급 확대가 목적 ○ BNY, 엔 캐리 트레이드 청산에 추가로 수개월 가량 소요. 엔화 강세 지속 전망 ■ 국제금융시장(주간): 미국은 경기침체 우려 일부 완화, 금리인하 전망 등이 영향 주가 약보합[-0.0%], 달러화 약세[-0.1%], 금리 상승[+15bp] ○ 주가: 미국 SP500지수는 주초 급락 이후 경기 연착륙 기대 등으로 낙폭 대부분 만회 유로 Stoxx600지수는 기술주 중심의 강세 등으로 0.3% 상승 ○ 환율: 달러화지수는 저가매수 유입 등으로 하락 폭 축소 유로화 가치는 0.1% 상승, 엔화 가치는 0.1% 하락 ○ 금리: 미국 10년물 국채금리는 경제 낙관론 회복과 양호한 주간 고용지표 등이 반영 독일은 미국 국채시장 영향 등으로 5bp 상승 ※ 원/달러 환율(주간) 0.6% 상승, 한국 CDS 상승"
2024-08-10,"■ 주요 뉴스: 콜린스 보스턴 연은 총재, 인플레 지속 둔화 시 금리인하 가능 ○ 신흥국 통화지수, 연중 최대 주간 상승폭 기록 ○ 중국 규제당국, 국영은행에 장기국채 매입자의 세부사항을 기록하도록 지시 ○ 독일 기업 파산 건수, 2017년 이후 최대로 증가할 가능성 ■ 국제금융시장: 미국은 경기침체 우려 완화에 따른 반등세 지속 주가 상승[+0.5%], 달러화 약세[-0.1%], 금리 하락[-5bp] ○ 주가: 미국 SP500지수는 전일 고용지표 호조 등으로 이틀 연속 반등 유로 Stoxx600지수는 글로벌 증시 반등 속 헬스케어주 강세 등으로 0.6% 상승 ○ 환율: 달러화지수는 국채금리 하락에 따라 4거래일 만에 하락 유로화 가치는 약보합, 엔화 가치는 0.4% 상승 ○ 금리: 미국 10년물 국채금리는 최근 가파른 상승에 따른 저가매수세 등으로 하락 독일 10년물 국채금리는 경기둔화 우려 등으로 하락 ※ 뉴욕 1M NDF 종가 1362.8원(스왑포인트 감안 시 1365.4원, 0.08% 상승). 한국 CDS 약보합"
2024-08-09,"■ 주요 뉴스: 미국 주간 신규실업급여 청구건수, 1년래 최대폭 감소. 경기침체 우려 완화 ○ 미국 해리스 부통령, 대선 지지율은 공화당 트럼프 전 대통령보다 우위 ○ 중국계 국영은행, 대규모 채권발행을 추진. 채권시장 과열 방지가 목적 ○ 일본은행 7월 금융정책결정회의 주요 의견, 경제 확인하면서 점진적 금리인상 필요 ■ 국제금융시장: 미국은 고용지표 호조로 인한 경제 낙관론 회복 등이 영향 주가 상승[+2.3%], 달러화 강보합[+0.0%], 금리 상승[+4bp] ○ 주가: 미국 SP500지수는 경기침체 우려 완화 등으로 빅테크 중심 큰 폭 상승 유로 Stoxx600지수는 여행주 강세 등으로 0.1% 상승 ○ 환율: 달러화지수는 노동시장 부진 가능성 저하 등으로 강보합 유로화 가치는 약보합, 엔화 가치는 0.4% 하락 ○ 금리: 미국 10년물 국채금리는 양호한 주간 고용지표 등으로 상승 독일은 미국 국채시장 영향 등으로 강보합 마감 ※ 뉴욕 1M NDF 종가 1371.3원(스왑포인트 감안 시 1373.9원, 0.24% 하락). 한국 CDS 약보합"
2024-08-08,"■ 주요 뉴스: 미국 6월 소비자신용 잔액, 전월 및 예상치 하회. 소비둔화 신호일 가능성 ○ ECB 렌 위원, 인플레이션 완화 여건에서는 지속적인 금리인하 가능 ○ 중국 7월 수출, 전년동월비 증가했으나 예상치 하회. 글로벌 수요 둔화일 소지 ○ 일본은행 부총재, 금융시장이 불안정하면 금리인상에 나서지 않을 방침 ■ 국제금융시장: 미국은 경기 연착륙 불확실성, 일본은행 부총재의 비둘기파적 발언 등이 영향 주가 하락[-0.8%], 달러화 강세[+0.2%], 금리 상승[+5bp] ○ 주가: 미국 SP500지수는 지정학적 위기, 국채금리 상승 등 불안 요인 부각되며 하락 유로 Stoxx600지수는 일본의 주가 상승이 영향. 은행주 강세 등으로 1.5% 상승 ○ 환율: 달러화지수는 일본은행 부총재의 발언에 따른 엔화 약세 등으로 상승 마감 유로화와 엔화 가치는 각각 0.1%, 1.6% 하락 ○ 금리: 미국 10년물 국채금리는 420억달러 규모 입찰에서의 수요 부진 등이 반영 독일은 미국 국채시장 영향 등으로 7bp 상승 ※ 뉴욕 1M NDF 종가 1373.5원(스왑포인트 감안 시 1376.1원, 0.18% 상승). 한국 CDS 하락"
2024-08-07,"■ 주요 뉴스: 미국 2/4분기 가계부채, 전년동기비 증가. 연체율은 대체로 안정적 ○ 유로존 6월 소매판매, 전월비 감소. 독일 6월 공장수주는 6개월 만에 증가로 전환 ○ 일본 금융당국, 금융시장 변동성 확대 대응 논의. 일부는 금리인상 속도 조절 예상 ○ 미국 에너지정보청(EIA), 글로벌 원유 수요는 중국의 성장 둔화 등으로 약화될 전망 ■ 국제금융시장: 미국은 경기침체 우려 완화, 증시 저가 매수 유입 등이 영향 주가 상승[+1.0%], 달러화 강세[+0.2%], 금리 상승[+10bp] ○ 주가: 미국 SP500지수는 연준의 큰 폭 금리인하 기대 등으로 상승 유로 Stoxx600지수는 기술주 중심으로 매수세 강화되며 0.3% 상승 ○ 환율: 달러화지수는 최근 하락이 과도하다는 평가 등으로 소폭 반등 유로화와 엔화 가치는 각각 0.2%, 0.1% 하락 ○ 금리: 미국 10년물 국채금리는 안전자산 선호 약화 등이 반영 독일은 차익매물 출회 등으로 1bp 상승 ※ 뉴욕 1M NDF 종가 1373.1원(스왑포인트 감안 시 1375.7원, 0.15% 하락). 한국 CDS 하락"
2024-08-06,"■ 주요 뉴스: 전세계 주요국 증시, 경기침체 우려 등으로 주가 큰 폭 하락. 향후 전망은 상이 ○ 미국 7월 ISM 서비스업 PMI, 전월비 상승. 경기침체 우려 다소 완화 ○ 이란, 이스라엘에 대한 공격 원하지만 전면전은 피하고 싶다는 의사 피력 ○ 중국 7월 차이신 서비스업 PMI, 전월비 상승. 양호한 신규수주 등에 기인 ■ 국제금융시장: 미국은 경기침체 우려와 7월 ISM 서비스업 PMI 결과 등이 영향 주가 하락[-3.0%], 달러화 약세[-0.5%], 금리 하락[-0bp] ○ 주가: 미국 SP500지수는 빅테크 실적 우려 및 경기둔화 가능성 등으로 하락 유로 Stoxx600지수는 유가 부진에 따른 유틸리티 및 석유 관련주 등이 하락 주도 ○ 환율: 달러화지수는 예상보다 큰 폭의 9월 금리인하 가능성 등이 반영 유로화와 엔화 가치는 각각 0.4%, 1.6% 상승 ○ 금리: 미국 10년물 국채금리는 안전자산 선호 강화 등으로 약보합 마감 독일은 경기둔화 우려로 장중 하락했으나, 이후 차익매물 출회 등으로 상승 전환 ※ 뉴욕 1M NDF 종가 1366.1원(스왑포인트 감안 시 1368.9원, 0.1% 하락). 한국 CDS 상승"
